               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 150,             0.03013,            0.027123,                   0,             0.91639,             0.83309,             0.90217,             0.65928,             0.02696,            0.019542,                   0,           0.0070498,           0.0070498,           0.0070498
                 151,            0.030196,            0.027217,                   0,              0.9181,             0.83564,             0.90393,             0.66037,            0.026794,            0.019557,                   0,             0.00703,             0.00703,             0.00703
                 152,            0.030238,            0.027065,                   0,             0.91728,             0.83727,             0.90439,             0.66257,             0.02672,            0.019474,                   0,           0.0070102,           0.0070102,           0.0070102
                 153,            0.029864,            0.026822,                   0,             0.92029,             0.83462,             0.90448,             0.66225,            0.026647,            0.019481,                   0,           0.0069904,           0.0069904,           0.0069904
                 154,            0.030124,            0.026772,                   0,             0.91175,             0.84284,             0.90447,             0.66392,            0.026663,            0.019397,                   0,           0.0069706,           0.0069706,           0.0069706
                 155,            0.030169,            0.026505,                   0,             0.90949,             0.83865,             0.90388,             0.66466,            0.026636,            0.019246,                   0,           0.0069508,           0.0069508,           0.0069508
                 156,            0.029571,            0.026719,                   0,             0.91768,             0.83877,             0.90601,              0.6669,            0.026593,            0.019209,                   0,            0.006931,            0.006931,            0.006931
                 157,            0.030288,            0.027464,                   0,             0.91371,             0.83752,             0.90623,              0.6661,            0.026514,            0.019178,                   0,           0.0069112,           0.0069112,           0.0069112
                 158,            0.029818,            0.026574,                   0,             0.91506,             0.83829,             0.90492,              0.6637,            0.026541,            0.019237,                   0,           0.0068914,           0.0068914,           0.0068914
                 159,            0.029327,            0.026295,                   0,             0.91659,             0.84489,             0.90687,             0.66364,             0.02647,            0.019228,                   0,           0.0068716,           0.0068716,           0.0068716
                 160,            0.029845,            0.026591,                   0,             0.91922,             0.83875,             0.90576,             0.66582,             0.02645,            0.019147,                   0,           0.0068518,           0.0068518,           0.0068518
                 161,            0.029974,            0.026151,                   0,             0.92027,             0.84052,             0.90685,             0.66596,            0.026448,            0.019132,                   0,            0.006832,            0.006832,            0.006832
                 162,            0.029625,             0.02666,                   0,             0.92522,             0.83847,             0.90765,             0.66796,            0.026374,            0.019084,                   0,           0.0068122,           0.0068122,           0.0068122
